CODE_STATION	TYPO_NATIONALE	TG_BV	PERIODE_DEBUT	PERIODE_FIN	geometry
03207750	TP9	NON	2020	2020	c(607784, 6977598)
03207750	TP9	NON	2021	2021	c(607784, 6977598)
03207750	TP9	NON	2022	2022	c(607784, 6977598)
03208483	TP9	NON	2010	2010	c(596850, 6988849)
03208483	TP9	NON	2011	2011	c(596850, 6988849)
03208483	TP9	NON	2012	2012	c(596850, 6988849)
03208483	TP9	NON	2013	2013	c(596850, 6988849)
03208483	TP9	NON	2014	2014	c(596850, 6988849)
03208483	TP9	NON	2015	2015	c(596850, 6988849)
03208483	TP9	NON	2016	2016	c(596850, 6988849)
03208483	TP9	NON	2017	2017	c(596850, 6988849)
03208483	TP9	NON	2018	2018	c(596850, 6988849)
03208483	TP9	NON	2019	2019	c(596850, 6988849)
03208483	TP9	NON	2020	2020	c(596850, 6988849)
03208483	TP9	NON	2021	2021	c(596850, 6988849)
03208483	TP9	NON	2022	2022	c(596850, 6988849)
